LOCATION,DATE,T_MAX,T_MIN,T_MEAN,WEEKDAY,IS_HOLIDAY,HOLIDAY_NAME,TOTAL_DEMAND,DEMAND_LAG1,DEMAND_LAG7
Bankstown,2015-03-04,27.4,19.7,22.74,3,0,,413413.7,395598.93,378508.71
Bankstown,2015-03-05,25.6,15.6,20.24,4,0,,384951.25,413413.7,387905.83
Bankstown,2015-03-06,29.0,12.2,19.97,5,0,,371428.05,384951.25,399075.29
Bankstown,2015-03-07,24.5,15.6,20.22,6,0,,350911.53,371428.05,370687.41
Bankstown,2015-03-08,24.9,17.5,21.0,7,0,,350539.88,350911.53,369779.45
Bankstown,2015-03-09,31.6,16.8,23.5,1,0,,403398.49,350539.88,376446.97
Bankstown,2015-03-10,24.0,19.2,21.63,2,0,,399520.5,403398.49,395598.93
Bankstown,2015-03-11,28.4,18.3,22.18,3,0,,405885.74,399520.5,413413.7
Bankstown,2015-03-12,25.9,17.7,21.99,4,0,,393934.53,405885.74,384951.25
Bankstown,2015-03-13,21.7,16.2,18.99,5,0,,374154.9,393934.53,371428.05
Bankstown,2015-03-14,23.6,13.1,18.44,6,0,,337989.53,374154.9,350911.53
Bankstown,2015-03-15,22.2,14.4,19.34,7,0,,326532.32,337989.53,350539.88
Bankstown,2015-03-16,21.8,13.0,17.68,1,0,,365537.66,326532.32,403398.49
Bankstown,2015-03-17,22.0,9.9,17.43,2,0,,376460.3,365537.66,399520.5
Bankstown,2015-03-18,27.0,15.8,20.79,3,0,,393678.48,376460.3,405885.74
Bankstown,2015-03-19,26.8,15.8,20.92,4,0,,408079.28,393678.48,393934.53
Bankstown,2015-03-20,28.4,16.2,20.4,5,0,,398121.75,408079.28,374154.9
Bankstown,2015-03-21,21.0,17.2,18.69,6,0,,340103.46,398121.75,337989.53
Bankstown,2015-03-22,23.7,16.7,19.54,7,0,,336972.43,340103.46,326532.32
Bankstown,2015-03-23,26.1,14.8,20.67,1,0,,385255.93,336972.43,365537.66
Bankstown,2015-03-24,25.1,17.0,19.61,2,0,,390310.5,385255.93,376460.3
Bankstown,2015-03-25,21.7,12.1,17.14,3,0,,372239.42,390310.5,393678.48
Bankstown,2015-03-26,26.3,13.5,19.64,4,0,,372687.13,372239.42,408079.28
Bankstown,2015-03-27,25.1,12.4,18.42,5,0,,356999.2,372687.13,398121.75
Bankstown,2015-03-28,21.1,8.0,15.75,6,0,,331434.14,356999.2,340103.46
Bankstown,2015-03-29,24.0,10.7,17.05,7,0,,328249.45,331434.14,336972.43
Bankstown,2015-03-30,23.6,15.5,18.2,1,0,,370831.07,328249.45,385255.93
Bankstown,2015-03-31,21.1,14.4,17.53,2,0,,371881.05,370831.07,390310.5
Bankstown,2015-04-01,23.2,14.4,18.33,3,0,,375576.61,371881.05,372239.42
Bankstown,2015-04-02,27.4,13.8,18.5,4,0,,374202.34,375576.61,372687.13
Bankstown,2015-04-03,18.4,16.1,16.56,5,1,Good Friday,325175.44,374202.34,356999.2
Bankstown,2015-04-04,17.6,14.0,16.06,6,1,Easter Saturday,333143.17,325175.44,331434.14
Bankstown,2015-04-05,22.5,14.0,17.15,7,1,Easter Sunday,312632.93,333143.17,328249.45
Bankstown,2015-04-06,25.1,12.8,16.91,1,1,Easter Monday,322654.78,312632.93,370831.07
Bankstown,2015-04-07,21.5,11.6,15.62,2,0,,355354.4,322654.78,371881.05
Bankstown,2015-04-08,20.8,13.1,17.3,3,0,,358299.94,355354.4,375576.61
Bankstown,2015-04-09,19.8,12.0,16.26,4,0,,358780.3,358299.94,374202.34
Bankstown,2015-04-10,19.7,13.3,15.66,5,0,,358704.05,358780.3,325175.44
Bankstown,2015-04-11,20.4,12.1,15.83,6,0,,332275.93,358704.05,333143.17
Bankstown,2015-04-12,21.0,11.2,15.64,7,0,,321522.75,332275.93,312632.93
Bankstown,2015-04-13,19.5,11.4,15.23,1,0,,356478.02,321522.75,322654.78
Bankstown,2015-04-14,22.0,9.8,16.26,2,0,,363136.46,356478.02,355354.4
Bankstown,2015-04-15,25.3,10.9,17.49,3,0,,366145.83,363136.46,358299.94
Bankstown,2015-04-16,29.9,12.8,20.48,4,0,,373254.44,366145.83,358780.3
Bankstown,2015-04-17,20.0,18.0,19.12,5,0,,379108.98,373254.44,358704.05
Bankstown,2015-04-18,26.7,17.3,21.19,6,0,,345367.75,379108.98,332275.93
Bankstown,2015-04-19,21.4,12.9,16.32,7,0,,335305.01,345367.75,321522.75
Bankstown,2015-04-20,15.7,11.8,13.99,1,0,,382891.98,335305.01,356478.02
Bankstown,2015-04-21,14.4,12.6,13.39,2,0,,379231.96,382891.98,363136.46
Bankstown,2015-04-22,17.0,12.0,15.25,3,0,,369908.0,379231.96,366145.83
Bankstown,2015-04-23,20.6,11.1,15.13,4,0,,369003.82,369908.0,373254.44
Bankstown,2015-04-24,24.4,11.9,17.6,5,0,,367716.98,369003.82,379108.98
Bankstown,2015-04-25,23.5,9.5,13.95,6,1,ANZAC Day,338109.32,367716.98,345367.75
Bankstown,2015-04-26,16.9,10.5,13.41,7,0,,347092.42,338109.32,335305.01
Bankstown,2015-04-27,18.3,8.9,13.47,1,0,,377934.75,347092.42,382891.98
Bankstown,2015-04-28,17.9,7.7,12.84,2,0,,385057.35,377934.75,379231.96
Bankstown,2015-04-29,17.6,8.0,13.07,3,0,,385183.06,385057.35,369908.0
Bankstown,2015-04-30,18.1,12.6,14.73,4,0,,386923.11,385183.06,369003.82
Bankstown,2015-05-01,19.3,11.8,15.34,5,0,,385609.79,386923.11,367716.98
Bankstown,2015-05-02,21.5,12.9,17.43,6,0,,356461.4,385609.79,338109.32
Bankstown,2015-05-03,20.5,16.8,18.48,7,0,,346730.41,356461.4,347092.42
Bankstown,2015-05-04,20.6,12.3,16.94,1,0,,376314.64,346730.41,377934.75
Bankstown,2015-05-05,26.2,12.0,18.27,2,0,,371402.29,376314.64,385057.35
Bankstown,2015-05-06,19.2,10.7,14.84,3,0,,371779.73,371402.29,385183.06
Bankstown,2015-05-07,18.7,7.8,13.46,4,0,,382888.01,371779.73,386923.11
Bankstown,2015-05-08,19.7,6.6,12.67,5,0,,383494.7,382888.01,385609.79
Bankstown,2015-05-09,19.6,6.8,12.95,6,0,,352172.76,383494.7,356461.4
Bankstown,2015-05-10,19.7,4.5,13.89,7,0,,345709.29,352172.76,346730.41
Bankstown,2015-05-11,20.2,13.5,16.58,1,0,,375245.14,345709.29,376314.64
Bankstown,2015-05-12,20.8,6.1,14.46,2,0,,382955.4,375245.14,371402.29
Bankstown,2015-05-13,15.6,6.6,11.65,3,0,,401311.0,382955.4,371779.73
Bankstown,2015-05-14,16.9,1.9,10.2,4,0,,410822.0,401311.0,382888.01
Bankstown,2015-05-15,18.2,9.2,13.93,5,0,,401956.59,410822.0,383494.7
Bankstown,2015-05-16,18.4,10.2,13.81,6,0,,367617.66,401956.59,352172.76
Bankstown,2015-05-17,18.5,7.0,11.79,7,0,,360551.98,367617.66,345709.29
Bankstown,2015-05-18,18.6,8.0,12.43,1,0,,398583.58,360551.98,375245.14
Bankstown,2015-05-19,20.1,11.3,14.97,2,0,,398081.09,398583.58,382955.4
Bankstown,2015-05-20,23.7,12.2,16.93,3,0,,384585.14,398081.09,401311.0
Bankstown,2015-05-21,19.6,10.7,15.35,4,0,,391033.37,384585.14,410822.0
Bankstown,2015-05-22,16.2,10.8,12.8,5,0,,405182.43,391033.37,401956.59
Bankstown,2015-05-23,17.1,6.9,11.81,6,0,,376967.12,405182.43,367617.66
Bankstown,2015-05-24,17.7,6.3,10.28,7,0,,376175.43,376967.12,360551.98
Bankstown,2015-05-25,17.3,6.2,10.12,1,0,,417373.06,376175.43,398583.58
Bankstown,2015-05-26,17.5,4.3,9.94,2,0,,425472.16,417373.06,398081.09
Bankstown,2015-05-27,19.9,7.2,12.39,3,0,,409576.58,425472.16,384585.14
Bankstown,2015-05-28,21.3,6.5,12.39,4,0,,403349.86,409576.58,391033.37
Bankstown,2015-05-29,18.4,9.4,13.9,5,0,,396156.8,403349.86,405182.43
Bankstown,2015-05-30,17.3,6.7,11.65,6,0,,376026.65,396156.8,376967.12
Bankstown,2015-05-31,14.5,5.4,10.14,7,0,,376686.41,376026.65,376175.43
Bankstown,2015-06-01,14.4,4.7,10.35,1,0,,422085.71,376686.41,417373.06
Bankstown,2015-06-02,14.9,2.7,8.88,2,0,,447632.84,422085.71,425472.16
Bankstown,2015-06-03,16.5,3.8,8.79,3,0,,446759.66,447632.84,409576.58
Bankstown,2015-06-04,16.7,4.2,8.89,4,0,,441932.47,446759.66,403349.86
Bankstown,2015-06-05,15.4,4.9,10.32,5,0,,441519.14,441932.47,396156.8
Bankstown,2015-06-06,19.4,6.7,11.32,6,0,,389828.18,441519.14,376026.65
Bankstown,2015-06-07,20.5,4.8,10.58,7,0,,365778.1,389828.18,376686.41
Bankstown,2015-06-08,21.4,7.1,12.9,1,1,Queen's Birthday,357418.81,365778.1,422085.71
Bankstown,2015-06-09,20.8,6.2,14.09,2,0,,398501.85,357418.81,447632.84
Bankstown,2015-06-10,14.5,5.7,10.61,3,0,,433027.93,398501.85,446759.66
Bankstown,2015-06-11,16.5,10.2,12.74,4,0,,422462.93,433027.93,441932.47
Bankstown,2015-06-12,18.1,11.6,13.46,5,0,,416339.78,422462.93,441519.14
Bankstown,2015-06-13,18.5,7.7,12.4,6,0,,381341.68,416339.78,389828.18
Bankstown,2015-06-14,18.6,6.0,10.01,7,0,,376755.7,381341.68,365778.1
Bankstown,2015-06-15,16.1,6.9,12.92,1,0,,413041.16,376755.7,357418.81
Bankstown,2015-06-16,14.6,10.8,13.32,2,0,,420595.06,413041.16,398501.85
Bankstown,2015-06-17,16.8,10.6,13.6,3,0,,421016.74,420595.06,433027.93
Bankstown,2015-06-18,16.5,7.8,11.61,4,0,,426009.43,421016.74,422462.93
Bankstown,2015-06-19,13.6,8.9,10.46,5,0,,439586.72,426009.43,416339.78
Bankstown,2015-06-20,14.4,7.2,10.21,6,0,,408906.65,439586.72,381341.68
Bankstown,2015-06-21,13.2,6.7,9.92,7,0,,403803.67,408906.65,376755.7
Bankstown,2015-06-22,17.4,5.9,9.6,1,0,,429889.33,403803.67,413041.16
Bankstown,2015-06-23,18.9,4.2,10.2,2,0,,426238.66,429889.33,420595.06
Bankstown,2015-06-24,20.6,7.1,13.03,3,0,,414776.66,426238.66,421016.74
Bankstown,2015-06-25,18.2,9.5,13.48,4,0,,417015.73,414776.66,426009.43
Bankstown,2015-06-26,17.7,5.9,11.26,5,0,,415820.9,417015.73,439586.72
Bankstown,2015-06-27,18.5,4.5,8.29,6,0,,394593.41,415820.9,408906.65
Bankstown,2015-06-28,17.3,3.2,8.24,7,0,,391863.65,394593.41,403803.67
Bankstown,2015-06-29,18.2,5.3,10.06,1,0,,424964.52,391863.65,429889.33
Bankstown,2015-06-30,18.6,4.8,10.47,2,0,,435669.9,424964.52,426238.66
Bankstown,2015-07-01,15.6,5.6,10.21,3,0,,427211.27,435669.9,414776.66
Bankstown,2015-07-02,15.4,2.5,9.32,4,0,,441509.76,427211.27,417015.73
Bankstown,2015-07-03,13.9,3.3,7.82,5,0,,448621.08,441509.76,415820.9
Bankstown,2015-07-04,15.0,1.9,6.59,6,0,,422512.84,448621.08,394593.41
Bankstown,2015-07-05,17.4,2.6,7.9,7,0,,406134.59,422512.84,391863.65
Bankstown,2015-07-06,15.7,0.7,8.08,1,0,,443377.41,406134.59,424964.52
Bankstown,2015-07-07,14.3,4.0,9.31,2,0,,459054.44,443377.41,435669.9
Bankstown,2015-07-08,13.9,4.9,8.48,3,0,,450493.74,459054.44,427211.27
Bankstown,2015-07-09,16.3,2.1,7.21,4,0,,444236.91,450493.74,441509.76
Bankstown,2015-07-10,14.6,2.9,7.66,5,0,,447767.84,444236.91,448621.08
Bankstown,2015-07-11,18.0,2.5,9.53,6,0,,403897.11,447767.84,422512.84
Bankstown,2015-07-12,13.8,6.4,9.48,7,0,,415852.09,403897.11,406134.59
Bankstown,2015-07-13,16.4,6.9,10.73,1,0,,449936.02,415852.09,443377.41
Bankstown,2015-07-14,16.0,5.7,10.65,2,0,,438573.81,449936.02,459054.44
Bankstown,2015-07-15,15.0,0.7,7.78,3,0,,451361.95,438573.81,450493.74
Bankstown,2015-07-16,11.7,4.9,7.87,4,0,,463724.0,451361.95,444236.91
Bankstown,2015-07-17,13.5,5.5,8.34,5,0,,474268.91,463724.0,447767.84
Bankstown,2015-07-18,13.6,6.0,9.36,6,0,,432954.23,474268.91,403897.11
Bankstown,2015-07-19,14.9,5.7,9.44,7,0,,412001.13,432954.23,415852.09
Bankstown,2015-07-20,15.4,5.7,10.21,1,0,,442484.0,412001.13,449936.02
Bankstown,2015-07-21,18.1,4.3,10.64,2,0,,436829.82,442484.0,438573.81
Bankstown,2015-07-22,16.1,5.7,10.05,3,0,,442569.54,436829.82,451361.95
Bankstown,2015-07-23,17.6,8.9,11.87,4,0,,431420.89,442569.54,463724.0
Bankstown,2015-07-24,18.7,8.8,12.84,5,0,,418803.7,431420.89,474268.91
Bankstown,2015-07-25,19.3,5.2,13.39,6,0,,372588.72,418803.7,432954.23
Bankstown,2015-07-26,19.5,5.5,13.18,7,0,,369596.14,372588.72,412001.13
Bankstown,2015-07-27,14.0,6.4,9.85,1,0,,431328.45,369596.14,442484.0
Bankstown,2015-07-28,16.9,3.0,9.11,2,0,,444934.36,431328.45,436829.82
Bankstown,2015-07-29,16.8,5.3,9.41,3,0,,443460.45,444934.36,442569.54
Bankstown,2015-07-30,18.7,3.9,10.69,4,0,,425448.7,443460.45,431420.89
Bankstown,2015-07-31,19.1,7.0,13.01,5,0,,407627.56,425448.7,418803.7
Bankstown,2015-08-01,21.3,3.5,11.83,6,0,,375258.66,407627.56,372588.72
Bankstown,2015-08-02,23.8,6.8,14.84,7,0,,353213.32,375258.66,369596.14
Bankstown,2015-08-03,17.4,4.2,11.73,1,0,,402070.63,353213.32,431328.45
Bankstown,2015-08-04,13.7,3.6,8.57,2,0,,440570.09,402070.63,444934.36
Bankstown,2015-08-05,14.5,3.4,8.65,3,0,,452732.67,440570.09,443460.45
Bankstown,2015-08-06,15.6,3.9,9.94,4,0,,442003.1,452732.67,425448.7
Bankstown,2015-08-07,17.2,3.9,9.74,5,0,,436080.64,442003.1,407627.56
Bankstown,2015-08-08,15.9,5.4,10.02,6,0,,403650.93,436080.64,375258.66
Bankstown,2015-08-09,17.7,2.9,10.13,7,0,,389156.04,403650.93,353213.32
Bankstown,2015-08-10,20.2,4.0,11.69,1,0,,407693.5,389156.04,402070.63
Bankstown,2015-08-11,19.3,3.7,11.88,2,0,,409794.21,407693.5,440570.09
Bankstown,2015-08-12,17.1,2.4,10.27,3,0,,435691.2,409794.21,452732.67
Bankstown,2015-08-13,18.5,8.7,12.78,4,0,,423120.13,435691.2,442003.1
Bankstown,2015-08-14,19.1,2.6,10.36,5,0,,420938.75,423120.13,436080.64
Bankstown,2015-08-15,16.8,5.0,11.45,6,0,,393402.39,420938.75,403650.93
Bankstown,2015-08-16,19.4,7.3,13.85,7,0,,365151.2,393402.39,389156.04
Bankstown,2015-08-17,19.8,4.5,12.47,1,0,,402648.76,365151.2,407693.5
Bankstown,2015-08-18,15.2,6.3,11.56,2,0,,418947.72,402648.76,409794.21
Bankstown,2015-08-19,17.4,6.8,11.19,3,0,,421567.08,418947.72,435691.2
Bankstown,2015-08-20,20.3,4.1,10.65,4,0,,409309.64,421567.08,423120.13
Bankstown,2015-08-21,22.7,6.3,14.32,5,0,,394797.06,409309.64,420938.75
Bankstown,2015-08-22,27.2,10.2,19.84,6,0,,345371.31,394797.06,393402.39
Bankstown,2015-08-23,19.7,14.3,15.89,7,0,,349081.9,345371.31,365151.2
Bankstown,2015-08-24,17.0,14.2,15.58,1,0,,389410.72,349081.9,402648.76
Bankstown,2015-08-25,19.7,12.2,15.38,2,0,,392309.44,389410.72,418947.72
Bankstown,2015-08-26,18.9,11.7,14.91,3,0,,390013.79,392309.44,421567.08
Bankstown,2015-08-27,20.5,9.7,14.15,4,0,,395856.5,390013.79,409309.64
Bankstown,2015-08-28,19.0,8.5,13.45,5,0,,391743.72,395856.5,394797.06
Bankstown,2015-08-29,19.2,5.6,11.91,6,0,,361180.8,391743.72,345371.31
Bankstown,2015-08-30,16.8,6.6,12.21,7,0,,362103.77,361180.8,349081.9
Bankstown,2015-08-31,17.7,5.8,12.05,1,0,,393097.07,362103.77,389410.72
Bankstown,2015-09-01,17.6,4.2,10.34,2,0,,400778.09,393097.07,392309.44
Bankstown,2015-09-02,19.3,4.0,12.38,3,0,,401019.23,400778.09,390013.79
Bankstown,2015-09-03,20.3,10.1,14.41,4,0,,395456.94,401019.23,395856.5
Bankstown,2015-09-04,18.1,12.4,14.12,5,0,,394313.33,395456.94,391743.72
Bankstown,2015-09-05,19.5,7.6,13.51,6,0,,360584.15,394313.33,361180.8
Bankstown,2015-09-06,16.3,10.1,13.73,7,0,,355486.53,360584.15,362103.77
Bankstown,2015-09-07,22.8,8.2,14.98,1,0,,370020.56,355486.53,393097.07
Bankstown,2015-09-08,18.7,6.3,13.5,2,0,,383528.0,370020.56,400778.09
Bankstown,2015-09-09,17.5,6.3,12.62,3,0,,382450.29,383528.0,401019.23
Bankstown,2015-09-10,18.0,8.4,13.66,4,0,,383413.86,382450.29,395456.94
Bankstown,2015-09-11,22.1,11.6,16.35,5,0,,369808.9,383413.86,394313.33
Bankstown,2015-09-12,25.2,7.9,14.67,6,0,,340014.82,369808.9,360584.15
Bankstown,2015-09-13,23.8,10.1,16.69,7,0,,328829.49,340014.82,355486.53
Bankstown,2015-09-14,23.0,9.3,15.54,1,0,,360531.93,328829.49,370020.56
Bankstown,2015-09-15,28.6,9.9,19.04,2,0,,364207.19,360531.93,383528.0
Bankstown,2015-09-16,19.8,7.8,14.44,3,0,,364201.17,364207.19,382450.29
Bankstown,2015-09-17,18.2,9.6,14.44,4,0,,373659.44,364201.17,383413.86
Bankstown,2015-09-18,18.3,12.5,15.09,5,0,,371389.28,373659.44,369808.9
Bankstown,2015-09-19,18.7,12.1,14.67,6,0,,348465.3,371389.28,340014.82
Bankstown,2015-09-20,18.1,9.2,13.91,7,0,,337917.63,348465.3,328829.49
Bankstown,2015-09-21,24.6,8.7,15.57,1,0,,363147.2,337917.63,360531.93
Bankstown,2015-09-22,17.9,11.5,15.06,2,0,,373432.76,363147.2,364207.19
Bankstown,2015-09-23,14.9,8.5,12.03,3,0,,391316.8,373432.76,364201.17
Bankstown,2015-09-24,15.5,7.7,11.58,4,0,,400866.43,391316.8,373659.44
Bankstown,2015-09-25,16.5,10.4,13.23,5,0,,399269.81,400866.43,371389.28
Bankstown,2015-09-26,18.0,10.6,13.39,6,0,,357413.08,399269.81,348465.3
Bankstown,2015-09-27,17.6,12.2,14.36,7,0,,345229.46,357413.08,337917.63
Bankstown,2015-09-28,19.9,9.1,14.76,1,0,,365547.94,345229.46,363147.2
Bankstown,2015-09-29,24.5,8.2,16.82,2,0,,364691.12,365547.94,373432.76
Bankstown,2015-09-30,20.2,13.7,17.27,3,0,,366601.68,364691.12,391316.8
Bankstown,2015-10-01,24.5,13.5,18.05,4,0,,367254.28,366601.68,400866.43
Bankstown,2015-10-02,23.2,14.2,18.19,5,0,,361502.97,367254.28,399269.81
Bankstown,2015-10-03,32.4,11.6,20.01,6,0,,328626.62,361502.97,357413.08
Bankstown,2015-10-04,32.8,11.7,22.4,7,0,,328014.91,328626.62,345229.46
Bankstown,2015-10-05,36.1,12.1,21.91,1,1,Labour Day,343006.37,328014.91,365547.94
Bankstown,2015-10-06,35.4,14.1,23.98,2,0,,396401.71,343006.37,364691.12
Bankstown,2015-10-07,20.4,15.4,18.12,3,0,,360745.46,396401.71,366601.68
Bankstown,2015-10-08,21.1,16.7,17.85,4,0,,359314.72,360745.46,367254.28
Bankstown,2015-10-09,22.6,16.4,19.23,5,0,,365143.38,359314.72,361502.97
Bankstown,2015-10-10,26.1,13.2,18.98,6,0,,339845.07,365143.38,328626.62
Bankstown,2015-10-11,26.6,12.1,16.96,7,0,,330010.01,339845.07,328014.91
Bankstown,2015-10-12,30.0,15.0,21.45,1,0,,370566.44,330010.01,343006.37
Bankstown,2015-10-13,19.5,16.0,18.44,2,0,,371916.26,370566.44,396401.71
Bankstown,2015-10-14,24.1,13.8,17.54,3,0,,368381.97,371916.26,360745.46
Bankstown,2015-10-15,25.4,13.9,19.08,4,0,,375957.64,368381.97,359314.72
Bankstown,2015-10-16,31.2,14.5,21.7,5,0,,387073.35,375957.64,365143.38
Bankstown,2015-10-17,25.0,16.6,21.1,6,0,,347267.56,387073.35,339845.07
Bankstown,2015-10-18,21.3,18.9,19.81,7,0,,327402.68,347267.56,330010.01
Bankstown,2015-10-19,24.7,18.0,21.03,1,0,,374164.67,327402.68,370566.44
Bankstown,2015-10-20,30.8,16.1,21.84,2,0,,385648.54,374164.67,371916.26
Bankstown,2015-10-21,27.1,16.3,21.14,3,0,,379581.32,385648.54,368381.97
Bankstown,2015-10-22,20.9,15.1,17.86,4,0,,367851.9,379581.32,375957.64
Bankstown,2015-10-23,19.5,11.6,16.24,5,0,,354662.2,367851.9,387073.35
Bankstown,2015-10-24,22.5,10.7,16.96,6,0,,324531.48,354662.2,347267.56
Bankstown,2015-10-25,25.0,12.2,18.92,7,0,,322499.51,324531.48,327402.68
Bankstown,2015-10-26,29.3,13.7,20.02,1,0,,366569.16,322499.51,374164.67
Bankstown,2015-10-27,18.6,15.5,16.8,2,0,,359669.76,366569.16,385648.54
Bankstown,2015-10-28,20.4,11.8,16.08,3,0,,360067.58,359669.76,379581.32
Bankstown,2015-10-29,22.3,12.3,17.5,4,0,,359982.33,360067.58,367851.9
Bankstown,2015-10-30,22.8,10.8,17.91,5,0,,358058.09,359982.33,354662.2
Bankstown,2015-10-31,24.6,13.1,19.35,6,0,,332850.0,358058.09,324531.48
Bankstown,2015-11-01,28.2,15.3,21.1,7,0,,328391.53,332850.0,322499.51
Bankstown,2015-11-02,30.5,17.7,22.85,1,0,,373474.6,328391.53,366569.16
Bankstown,2015-11-03,20.5,17.0,18.47,2,0,,360369.97,373474.6,359669.76
Bankstown,2015-11-04,19.4,16.4,17.69,3,0,,361278.62,360369.97,360067.58
Bankstown,2015-11-05,21.6,16.0,18.9,4,0,,362979.42,361278.62,359982.33
Bankstown,2015-11-06,27.9,17.3,20.75,5,0,,362084.47,362979.42,358058.09
Bankstown,2015-11-07,24.4,15.6,18.51,6,0,,329572.54,362084.47,332850.0
Bankstown,2015-11-08,20.3,14.0,17.71,7,0,,316573.31,329572.54,328391.53
Bankstown,2015-11-09,22.9,11.8,17.81,1,0,,355016.12,316573.31,373474.6
Bankstown,2015-11-10,26.5,12.0,19.96,2,0,,369017.64,355016.12,360369.97
Bankstown,2015-11-11,22.8,18.3,20.14,3,0,,368418.04,369017.64,361278.62
Bankstown,2015-11-12,25.2,16.0,20.27,4,0,,371229.46,368418.04,362979.42
Bankstown,2015-11-13,29.0,15.1,19.97,5,0,,367750.64,371229.46,362084.47
Bankstown,2015-11-14,19.8,16.0,17.77,6,0,,333297.74,367750.64,329572.54
Bankstown,2015-11-15,20.1,15.0,17.13,7,0,,319502.31,333297.74,316573.31
Bankstown,2015-11-16,21.1,12.7,17.18,1,0,,355179.5,319502.31,355016.12
Bankstown,2015-11-17,24.9,11.4,19.1,2,0,,367156.2,355179.5,369017.64
Bankstown,2015-11-18,35.3,13.2,24.3,3,0,,399420.01,367156.2,368418.04
Bankstown,2015-11-19,33.7,16.0,25.22,4,0,,435413.73,399420.01,371229.46
Bankstown,2015-11-20,40.4,20.7,29.42,5,0,,464500.78,435413.73,367750.64
Bankstown,2015-11-21,21.1,18.8,19.9,6,0,,349102.79,464500.78,333297.74
Bankstown,2015-11-22,21.1,16.2,19.09,7,0,,330080.59,349102.79,319502.31
Bankstown,2015-11-23,23.9,14.1,19.98,1,0,,376471.65,330080.59,355179.5
Bankstown,2015-11-24,25.0,15.3,20.79,2,0,,383271.51,376471.65,367156.2
Bankstown,2015-11-25,30.9,14.6,23.44,3,0,,403714.0,383271.51,399420.01
Bankstown,2015-11-26,36.7,17.3,27.3,4,0,,427333.65,403714.0,435413.73
Bankstown,2015-11-27,21.7,14.7,18.82,5,0,,373404.13,427333.65,464500.78
Bankstown,2015-11-28,23.1,19.1,20.99,6,0,,346249.9,373404.13,349102.79
Bankstown,2015-11-29,26.9,19.2,22.2,7,0,,352058.73,346249.9,330080.59
Bankstown,2015-11-30,26.4,16.9,21.64,1,0,,399847.11,352058.73,376471.65
Bankstown,2015-12-01,37.3,16.2,26.39,2,0,,436730.9,399847.11,383271.51
Bankstown,2015-12-02,21.1,17.8,19.04,3,0,,376133.24,436730.9,403714.0
Bankstown,2015-12-03,21.1,13.2,18.13,4,0,,365960.39,376133.24,427333.65
Bankstown,2015-12-04,23.2,11.4,17.72,5,0,,369485.04,365960.39,373404.13
Bankstown,2015-12-05,25.8,11.4,19.19,6,0,,348598.52,369485.04,346249.9
Bankstown,2015-12-06,27.1,13.7,20.95,7,0,,350516.4,348598.52,352058.73
Bankstown,2015-12-07,25.4,16.7,21.48,1,0,,396637.15,350516.4,399847.11
Bankstown,2015-12-08,25.7,20.1,22.46,2,0,,402110.8,396637.15,436730.9
Bankstown,2015-12-09,32.6,20.0,25.16,3,0,,430116.81,402110.8,376133.24
Bankstown,2015-12-10,25.4,19.6,22.07,4,0,,411852.47,430116.81,365960.39
Bankstown,2015-12-11,34.3,19.6,26.6,5,0,,420480.93,411852.47,369485.04
Bankstown,2015-12-12,21.7,17.5,19.29,6,0,,343782.46,420480.93,348598.52
Bankstown,2015-12-13,23.8,17.7,20.38,7,0,,334717.78,343782.46,350516.4
Bankstown,2015-12-14,29.7,15.1,22.07,1,0,,404279.52,334717.78,396637.15
Bankstown,2015-12-15,28.0,16.2,21.57,2,0,,409649.26,404279.52,402110.8
Bankstown,2015-12-16,23.1,15.1,19.78,3,0,,385362.39,409649.26,430116.81
Bankstown,2015-12-17,26.9,14.0,20.33,4,0,,391852.47,385362.39,411852.47
Bankstown,2015-12-18,28.8,16.5,23.06,5,0,,418781.87,391852.47,420480.93
Bankstown,2015-12-19,32.8,16.7,23.98,6,0,,405371.84,418781.87,343782.46
Bankstown,2015-12-20,32.8,15.8,24.67,7,0,,407922.13,405371.84,334717.78
Bankstown,2015-12-21,29.2,18.0,21.63,1,0,,407389.59,407922.13,404279.52
Bankstown,2015-12-22,19.3,17.1,17.8,2,0,,370609.31,407389.59,409649.26
Bankstown,2015-12-23,22.8,16.8,20.08,3,0,,361485.94,370609.31,385362.39
Bankstown,2015-12-24,23.8,13.8,19.61,4,0,,345785.68,361485.94,391852.47
Bankstown,2015-12-25,24.8,13.7,20.19,5,1,Christmas Day,301902.05,345785.68,418781.87
Bankstown,2015-12-26,27.2,17.1,21.66,6,1,Boxing Day,318606.73,301902.05,405371.84
Bankstown,2015-12-27,20.9,16.2,18.72,7,0,,304526.37,318606.73,407922.13
Bankstown,2015-12-28,20.8,14.6,17.63,1,1,Boxing Day (observed),306335.43,304526.37,407389.59
Bankstown,2015-12-29,22.7,12.8,18.35,2,0,,329189.94,306335.43,370609.31
Bankstown,2015-12-30,24.5,12.5,18.78,3,0,,339157.17,329189.94,361485.94
Bankstown,2015-12-31,26.2,14.3,20.61,4,0,,347679.16,339157.17,345785.68
Bankstown,2016-01-01,26.0,15.2,20.7,5,1,New Year's Day,329352.88,347679.16,301902.05
Bankstown,2016-01-02,24.2,14.9,20.57,6,0,,323133.95,329352.88,318606.73
Bankstown,2016-01-03,22.9,19.0,21.13,7,0,,317665.92,323133.95,304526.37
Bankstown,2016-01-04,23.1,18.4,20.14,1,0,,353210.4,317665.92,306335.43
